"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DZLQS8B8","journalArticle","2023","Molinari, Jesús","A global assessment of the ‘island rule’ in bats based on functionally distinct measures of body size","Journal of Biogeography","","1365-2699","10.1111/jbi.14624","https://onlinelibrary.wiley.com/doi/abs/10.1111/jbi.14624","Aim The ‘island rule’ postulates that on islands large continental animals become smaller, and small continental animals become larger. Its generality has been supported by some studies but contested by others. Bats are cosmopolitan and speciose mammals thus are ideal to test ecogeographic patterns. Based on three functionally distinct measures of body size, I compare mainland and island variation in bats at the order to subspecies level. Location Globally. Taxon Chiroptera. Methods I compiled information from literature on the skull length, forearm length, and body mass of 251 bat species in 840 locations. For conspecific bats from different locations, I calculated size divergences, and categorized them as within-mainland (M–M), mainland-to-island (M–I), or island-to-island (I–I). I used a modified size ratio to quantify divergences, analysis of variance, non-parametric tests, and effect sizes to complement statistical significances. Results On islands, cranial size increases, wing length becomes more uniform, and body mass decreases more often than not. The first trend would support the island rule, but had a small effect size. Families differ considerably in how they vary geographically. Species are ranked very differently based on functionally distinct size measures. Divergences are uniform across M–M, M–I, and I–I ranges, and large between bats of different subspecies. Main Conclusions Likely owing to limitations imposed by flight and echolocation, bats do not follow the island rule. The absence of correlation between how bats are ranked based on them indicates that functionally distinct size measures are not necessarily coadaptive. High vagilities may lead to low local differentiation, but interfamilial variation shows this differentiation to also depend on other factors. Body sizes converge to species-specific optima, not to supraspecific optima as predicted by theoretical studies. Size differences are reflected in taxonomy more often if observed across M–I ranges.","2023","2024-11-14 19:56:57","2024-11-14 19:56:59","2024-11-14 19:56:57","1179-1190","","7","50","","","","","","","","","","en","© 2023 John Wiley & Sons Ltd.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/jbi.14624","","C:\Users\rober\Zotero\storage\L2VIZU5Q\Molinari - 2023 - A global assessment of the ‘island rule’ in bats based on functionally distinct measures of body siz.pdf; C:\Users\rober\Zotero\storage\PFG7VE52\jbi.html","","","geographic range; geographic variation; animal vagility; dwarfism; gigantism; morphological coadaptation; optimal body size; subspecies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48NBBZWG","journalArticle","2023","Gaudioso, Pablo J.; Pérez, M. Julieta; Gamboa Alurralde, Santiago; Toledo, Néstor; Díaz, M. Mónica","Exploration of the morphology and functional implications of the forelimb in bats (Mammalia, Chiroptera) from the Neotropical region","Zoomorphology","","1432-234X","10.1007/s00435-022-00588-y","https://doi.org/10.1007/s00435-022-00588-y","The active flight allows bats to explore different ecological niches, resulting in diverse feeding habits and great morphological variation. Studies using biomechanical indices to explore the relationships between forelimb skeletal morphology and ecological aspects are scarce in bats. For this reason, we decided to analyze, in a functional context, the relationship between forelimb morphology and feeding ecology of Neotropical bats. To describe the morphology of the forelimbs, we used six biomechanical indices, and evaluated their correlation with foraging habitats and trophic guilds in five families of bats distributed in the Neotropical region. We examined 140 specimens belonging to 23 genera and 43 extant species. Among the morpho-functional indices analyzed, the epicondylar index, the humeral robustness, and the radial distal end width index were the variables that most contributed to the discriminant functions. Our results showed a direct correlation between forelimb morphology and foraging habitats, which could indicate that these morphological characteristics are possibly shared, despite the different evolutionary histories in the analyzed taxa. Here, we provide new morpho-functional and biomechanical data that will facilitate the evaluation of the evolution of morphological diversification in bats.","2023-06-01","2024-11-14 19:57:25","2024-11-14 19:57:25","2024-11-14 19:57:25","233-249","","2","142","","Zoomorphology","","","","","","","","en","","","","","Springer Link","","","","C:\Users\rober\Zotero\storage\QT79ZVH5\Gaudioso et al. - 2023 - Exploration of the morphology and functional implications of the forelimb in bats (Mammalia, Chiropt.pdf","","","Anatomy; Biomechanical indices; Foraging ecology; Postcranial skeleton","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQMD9VP2","journalArticle","2024","Chakravarty, Rohit; Radchuk, Viktoriia; Suryawanshi, Kulbhushansingh; Voigt, Christian C.","Mountains host significantly more data deficient and threatened bat species than lowlands","Biodiversity and Conservation","","1572-9710","10.1007/s10531-024-02958-y","https://doi.org/10.1007/s10531-024-02958-y","Mountains harbour one third of the world’s biodiversity and much of it is under increasing anthropogenic pressure. Yet, global assessments of the occurrence, and threat status of most mountain taxa, especially elusive ones are lacking, thereby hindering conservation and research prioritisation. In this study, we synthesise the distribution and conservation status of bats, a species rich taxon on mountains. By using data on geographical and elevational distribution ranges from the International Union for Conservation of Nature (IUCN), we examined bat species richness on mountains, species that predominantly occur in mountains (‘mountain dwelling species’), and those restricted to upper montane and alpine regions within mountains (‘highland dwelling species’). We also used published trait datasets to investigate the traits that are associated with mountain dwelling in bats. Globally, we identified 148 mountain dwelling and 46 highland dwelling bat species. Bat diversity is highest in the Northern Andes and Guiana Highlands. The mountain dwelling nature of bat species was found to be significantly associated with biogeographic realm. Importantly, our results show that mountain dwelling species are proportionately more data deficient than species that predominantly occur in lowlands. Additionally, highland dwelling species are proportionately more threatened than lowland species. Our results highlight a significant dearth of knowledge on mountain dwelling bat species. We conclude that more research is needed for bats specialised on mountain ecosystems. Our results draw attention towards improving the knowledge and protection of bat species that occur predominantly at high elevations across the world.","2024-10-22","2024-11-14 19:59:41","2024-11-14 19:59:45","2024-11-14 19:59:41","","","","","","Biodivers Conserv","","","","","","","","en","","","","","Springer Link","","","","C:\Users\rober\Zotero\storage\47QZLM4W\Chakravarty et al. - 2024 - Mountains host significantly more data deficient and threatened bat species than lowlands.pdf","","","Threat status; Bats; Data deficient; Distribution; High elevation; Mountains","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HPJ4WSPC","journalArticle","2022","Kotila, Miika; Helle, Samuli; Lehto, Harry J.; Rojas, Danny; Vesterinen, Eero J.; Lilley, Thomas M.","Atmospheric humidity affects global variation of bat echolocation via indirect effects","Frontiers in Ecology and Evolution","","2296-701X","10.3389/fevo.2022.934876","https://www.frontiersin.org/journals/ecology-and-evolution/articles/10.3389/fevo.2022.934876/full","<p>The peak frequency of bat echolocation is a species-specific functional trait linked to foraging ecology. It is tailored via evolution to suit conditions within the distribution range of each species, but the evolutionary drivers are not yet well-understood. Global patterns of humidity correlate with many aspects of bat ecology. We hypothesized that atmospheric absolute humidity could explain global peak frequency variation directly and indirectly via increasing species body size and bat species richness. These hypotheses were tested using Bayesian phylogenetic path analysis on 226 tropical and subtropical bat species. In line with our predictions, we found a positive total effect of humidity on peak frequency, which was dominated by the positive indirect effects via body size and bat species richness. We did not observe the negative direct effect of humidity on peak frequency, which was hypothesized based on atmospheric attenuation of sound. In line with our expectations, excluding the predominantly clutter foraging bat families from our dataset downplayed the importance of the richness-mediated route. To conclude, our findings suggest that indirect effects, owing to ecology and biogeography of bat taxa, play a major role in the global relationship between peak frequency and atmospheric humidity.</p>","2022-09-06","2024-11-14 20:01:27","2024-11-14 20:01:31","2024-11-14 20:01:27","","","","10","","Front. Ecol. Evol.","","","","","","","","English","","","","","Frontiers","","Publisher: Frontiers","","C:\Users\rober\Zotero\storage\6RLFM8RE\Kotila et al. - 2022 - Atmospheric humidity affects global variation of bat echolocation via indirect effects.pdf","","","functional traits; biogeography; bats; Echolocation; bioacoustics; adaptation; climate; Indirect effects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MTGS8YXV","journalArticle","2019","Brown, Emily E.; Cashmore, Daniel D.; Simmons, Nancy B.; Butler, Richard J.","Quantifying the completeness of the bat fossil record","Palaeontology","","1475-4983","10.1111/pala.12426","https://onlinelibrary.wiley.com/doi/abs/10.1111/pala.12426","Bats (Chiroptera) are one of the most successful extant mammalian orders, uniquely capable of powered flight and laryngeal echolocation. The timing and evidence for evolution of their novel adaptations have been difficult to ascertain from the fossil record due to chronological gaps and the fragmentary nature of most fossil bat material. Here, we quantify the quality of the bat fossil record using skeletal and character completeness metrics, which respectively document for each taxon what proportion of a complete skeleton is preserved, and the proportion of phylogenetic characters that can be scored. Completeness scores were collected for 441 valid fossil bat species in 167 genera from the Eocene to the Pleistocene. All metrics record similar temporal patterns: peak completeness in the Lutetian stage reflects the presence of Lagerstätten, while subsequent stages have very low completeness, except an Aquitanian high and a Pleistocene peak in skeletal completeness. Bat completeness is not correlated with intensity of sampling through geological time but has a weak negative correlation with publication date. There is no correlation between taxonomic richness and completeness, as the bat record predominately consists of diagnostic but isolated teeth. Consequently, bat skeletal completeness is the lowest of any previously assessed tetrapod group, but character completeness is similar to parareptiles and birds. Bats have significantly higher character completeness in the northern hemisphere, probably due to heightened historical interest and presence of Lagerstätten. Taxa derived from caves are more complete than those from fluviolacustrine and marine deposits, but do not preserve highly complete specimens.","2019","2024-11-14 20:11:31","2024-11-14 20:11:31","2024-11-14 20:11:31","757-776","","5","62","","","","","","","","","","en","© The Palaeontological Association","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/pala.12426","","C:\Users\rober\Zotero\storage\LBQUS8YJ\Brown et al. - 2019 - Quantifying the completeness of the bat fossil record.pdf","","","Chiroptera; caves; Cenozoic; completeness metrics; Lagerstätten; sampling bias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BDJ7E5EM","journalArticle","2024","Ospina-Garcés, Sandra M; Zamora-Gutierrez, Veronica; Lara-Delgado, Juan Manuel; Morelos-Martínez, Mercedes; Ávila-Flores, Rafael; Kurali, Anikó; Ortega, Jorge; Selem-Salas, Celia Isela; MacSwiney G., M Cristina","The relationship between wing morphology and foraging guilds: exploring the evolution of wing ecomorphs in bats","Biological Journal of the Linnean Society","","0024-4066","10.1093/biolinnean/blad157","https://doi.org/10.1093/biolinnean/blad157","Different aspects of foraging strategies in bats have been studied to understand the evolution of flight in mammals. General descriptors of wing morphology associated with flight performance, such as aspect ratio and wing loading, allowed us to describe ecomorphs determined by the dietary preferences of bat species. However, the role of wing shape divergence in the evolution of bat foraging strategies remains little explored. We adopted a two-dimensional geometric morphometric approach to quantify the wing shape and size variation explained by phylogenetic relatedness (families) and to evaluate the covariance between foraging guilds and flight descriptors based on phylogenetic comparative methods in 69 Neotropical bat species. We tested whether wing morphology represents a reliable marker of the foraging guild, and we explored the rate of shape evolution among foraging guilds to describe divergent trends that could explain the morphological and ecological diversification. Our results suggest that the earliest bat ancestor was an aerial forager occupying the edge space, which is congruent with the observed evolution of wing shape from an edge space wing morphology. The relationship between wing shape and foraging space defines wing ecomorphs, which probably evolved early in bat ancestors; a process other than convergence could explain this association.","2024-08-01","2024-09-19 23:20:07","2024-11-20 20:25:09","2024-11-14 20:14:04","481-498","","4","142","","Biological Journal of the Linnean Society","The relationship between wing morphology and foraging guilds","","","","","","","","","","","","Silverchair","","","","C:\Users\rober\Zotero\storage\KDEHGXTU\7424425.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXIYTAM5","journalArticle","2020","Dennis Castillo-Figueroa","Ecological Morphology of Neotropical Bat Wing Structures","Zoological Studies","","","10.6620/ZS.2020.59-60","","Morphology has a direct influence on animal fitness. Studies addressing the identification of patterns and variations across several guilds are fundamental in ecomorphological research. Wings are the core of ecological morphology in bats; nevertheless, individual bones and structures that support the wing, including metacarpals, phalanges and the length of digits, have rarely been the subject of comprehensive research when studying wing morphology. Here, I analyzed morphological variations of wing structures across 11 bat guilds and how individual bone structures are correlated to diet, foraging mode and habitat use. I obtained wing measurements from 1512 voucher specimens of 97 species. All the specimens analyzed came from the Mammalian Collection at the Museo Javeriano de Historia Natural of Pontificia Universidad Javeriana (MPUJ-MAMM) (Bogotá, Colombia). Positive correlations between size and the length of the third and fifth digit were detected. Bat guilds that capture their preys using aerial strategy in uncluttered habitats had longer third digits but short fifth digits compared to guilds that rely on gleaning strategy and forage in highly cluttered space. Although terminal phalanges were shown to be important structures for guild classification, metacarpals were strongly related to aerial foragers from uncluttered habitats because of their potential role in flight performance and ecological adaptations. Results show that habitat use, as well as foraging mode, are reflected in wing structures. Different wing traits to those evaluated in this study should be considered to better understand the ecological interactions, foraging strategy, wing adaptations, and flight performance in Neotropical bats.","2020-01-01","2024-01-09 23:26:20","2024-11-20 20:20:37","","","","59","無","","","","","","","","","","en","","","","","DOI.org (CSL JSON)","","","","C:\Users\rober\Zotero\storage\7Q7EYM2C\Dennis Castillo-Figueroa - 2020 - Ecological Morphology of Neotropical Bat Wing Stru.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJ2VXR2R","journalArticle","2021","Mas, Maria; Flaquer, Carles; Rebelo, Hugo; López-Baucells, Adrià","Bats and wetlands: synthesising gaps in current knowledge and future opportunities for conservation","Mammal Review","","1365-2907","10.1111/mam.12243","https://onlinelibrary.wiley.com/doi/abs/10.1111/mam.12243","Wetland areas have decreased by up to 33% globally over the past ten years, threatening the biodiversity they support and essential ecosystem services they provide. Despite this, the importance of wetlands for bat conservation and the consequences of losing these habitats are not comprehensively understood. Through a systematic literature review, we quantified the knowledge gaps regarding bats in wetlands by: 1) assessing research trends over time; 2) evaluating research biases in geography, themes, species, seasons, and methodology; 3) creating the ‘bat Knowledge Index’ (bKI), a standard indicator for measuring how well-studied bats in wetlands are per country; 4) compiling and summarising the ecological responses of bats to wetlands; and 5) assessing how bat researchers perceive the role of wetlands for bat conservation. We found strong similarities between the reviewed studies and the bat researchers’ perceptions. However, although 75% of respondents considered wetlands important for bat conservation, they rarely studied these habitats. Most of the studies took place in developed countries, leaving critical gaps in countries where wetlands are rapidly decreasing. The bKI can be used as a tool for land managers to prioritise conservation actions and resources for the protection of bats in wetlands geographically. Research topics were found to be biased towards habitat selection and species inventory, with many topics only superficially explored. There was also an important seasonal bias, resulting in many unanswered questions during energetically demanding periods for bats (e.g. migration). However, constantly evolving technological developments, such as bat lures and tracking devices, might aid new studies in these habitats. Up to 66% of studies reported that wetlands benefit bat activity or species richness, mainly because of high prey densities and the availability of fresh water. However, the low number of studies and all the identified research gaps make ‘bats and wetlands’ a largely underexplored ecological interaction between a poorly studied animal taxon and an increasingly threatened habitat.","2021","2024-11-11 20:32:09","2024-11-20 19:35:22","2024-11-14 20:21:33","369-384","","3","51","","","Bats and wetlands","","","","","","","en","© 2021 The Mammal Society and John Wiley & Sons Ltd","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/mam.12243","","C:\Users\rober\Zotero\storage\R4T44V3I\Mas et al. - 2021 - Bats and wetlands synthesising gaps in current knowledge and future opportunities for conservation.pdf; C:\Users\rober\Zotero\storage\RIC99VXG\mam.html","","","conservation; conservación; Chiroptera; hibernation; hibernación; humedales; lagoons; marsh; migración; migration; murciélagos; sistemas acuáticos; water ecosystems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I3HVIWG8","journalArticle","2019","Alroy, John","Latitudinal gradients in the ecology of New World bats","Global Ecology and Biogeography","","1466-8238","10.1111/geb.12892","https://onlinelibrary.wiley.com/doi/abs/10.1111/geb.12892","Aim The aim was to quantify gradients in local richness levels, feeding strategies and body mass distributions in bats and relate them to environmental variation and habitat disturbance. Location The New World. Time period Present day. Major taxa studied Bats. Methods I assembled 152 local species inventories from the published literature, which include 245 species, along with body mass measurements and dietary categorizations. I quantified species richness using the Chao 1 extrapolator, obtained mean mass values for the inventories and computed proportions of species and of individuals belonging to different feeding guilds. I reduced the dimensonality of environmental variables using factor analysis and regressed richness values upon the factor scores. Results South of the Tropic of Cancer, bats exhibit sharp increases in local diversity, the abundance of frugivores and nectarivores, and mean body mass. These offsets are driven by increases in the richness and abundance of the leaf-nosed bats (Phyllostomidae). Richness steeply declines near the Tropic of Capricorn, but the other variables do not trend strongly at this point. Most of the variance is explained by mean annual temperature, temperature seasonality and precipitation. There is no direct evidence that richness is lower in disturbed landscapes. Main conclusions The great radiation of phyllostomids in the Neotropics has created a uniquely rich biota. The reason that phyllostomids are now absent from the northern temperate zone might be that they are mostly frugivores or nectarivores. Therefore, they have prospered only in regions that provide fruit and nectar year-round. Thus, biotic interactions might be the immediate cause of the latitudinal diversity gradient in New World bats. If so, then the biogeographical break is driven by environmental factors and is not a historical artefact. These results suggest that a more nuanced consideration of latitudinal gradients will prove to be helpful when it comes to studying many taxonomic groups.","2019","2024-01-29 22:26:51","2024-11-20 20:23:38","2024-11-14 20:27:52","784-792","","6","28","","","","","","","","","","en","© 2019 John Wiley & Sons Ltd","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/geb.12892","","C:\Users\rober\Zotero\storage\JEEENYXI\Alroy - 2019 - Latitudinal gradients in the ecology of New World .pdf; C:\Users\rober\Zotero\storage\WWLWPFYX\Alroy - 2019 - Latitudinal gradients in the ecology of New World bats.pdf; C:\Users\rober\Zotero\storage\XGDZ2KKA\geb.html","","","species richness; body mass; Chao 1; feeding guilds; latitudinal diversity gradients; New World bats","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7JGUDSC8","journalArticle","2019","Zamora-Gutierrez, Veronica; Amano, Tatsuya; Jones, Kate E.","Spatial and taxonomic biases in bat records: Drivers and conservation implications in a megadiverse country","Ecology and Evolution","","2045-7758","10.1002/ece3.5848","https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.5848","Biases in data availability have serious consequences on scientific inferences that can be derived. The potential consequences of these biases could be more detrimental in the less-studied megadiverse regions, often characterized by high biodiversity and serious risks of human threats, as conservation and management actions could be misdirected. Here, focusing on 134 bat species in Mexico, we analyze spatial and taxonomic biases and their drivers in occurrence data; and identify priority areas for further data collection which are currently under-sampled or at future environmental risk. We collated a comprehensive database of 26,192 presence-only bat records in Mexico to characterize taxonomic and spatial biases and relate them to species' characteristics (range size and foraging behavior). Next, we examined variables related to accessibility, species richness and security to explain the spatial patterns in occurrence records. Finally, we compared the spatial distributions of existing data and future threats to these species to highlight those regions that are likely to experience an increased level of threats but are currently under-surveyed. We found taxonomic biases, where species with wider geographical ranges and narrow-space foragers (species easily captured with traditional methods), had more occurrence data. There was a significant oversampling toward tropical regions, and the presence and number of records was positively associated with areas of high topographic heterogeneity, road density, urban, and protected areas, and negatively associated with areas which were predicted to have future increases in temperature and precipitation. Sampling efforts for Mexican bats appear to have focused disproportionately on easily captured species, tropical regions, areas of high species richness and security; leading to under-sampling in areas of high future threats. These biases could substantially influence the assessment of current status of, and future anthropogenic impacts on, this diverse species group in a tropical megadiverse country.","2019","2024-11-14 20:54:33","2024-11-14 20:54:33","2024-11-14 20:54:32","14130-14141","","24","9","","","Spatial and taxonomic biases in bat records","","","","","","","en","© 2019 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/ece3.5848","","C:\Users\rober\Zotero\storage\AKSI8ZJ5\Zamora-Gutierrez et al. - 2019 - Spatial and taxonomic biases in bat records Drivers and conservation implications in a megadiverse.pdf; C:\Users\rober\Zotero\storage\PQSMNGBM\ece3.html","","","Mexico; chiroptera; anthropogenic threats; data gaps; risk hotspots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2GZSEDKD","journalArticle","2022","Tanalgo, Krizler C.; Oliveira, Hernani F. M.; Hughes, Alice Catherine","Mapping global conservation priorities and habitat vulnerabilities for cave-dwelling bats in a changing world","Science of The Total Environment","","0048-9697","10.1016/j.scitotenv.2022.156909","https://www.sciencedirect.com/science/article/pii/S0048969722040062","Research and media attention is disproportionately focused on taxa and ecosystems perceived as charismatic, while other equally diverse systems such as caves and subterranean ecosystems are often neglected in biodiversity assessments and prioritisations. Highlighting the urgent need for protection, an especially large fraction of cave endemic species may be undescribed. Yet these more challenging systems are also vulnerable, with karsts for example losing a considerable proportion of their area each year. Bats are keystone to cave ecosystems making them potential surrogates to understand cave diversity patterns and identify conservation priorities. On a global scale, almost half (48 %) of known bat species use caves for parts of their life histories, with 32 % endemic to a single country, and 15 % currently threatened. We combined global analysis of cave bats from the IUCN spatial data with site-specific analysis of 1930 bat caves from 46 countries to develop global priorities for the conservation of the most vulnerable subterranean ecosystems. Globally, 28 % of caves showed high bat diversity and were highly threatened. The highest regional concentration of conservation priority caves was in the Palearctic and tropical regions (except the Afrotropical, which requires more intensive cave data sampling). Our results further highlight the importance of prioritising bat caves by incorporating locally collected data and optimising parameter selection (i.e., appropriate landscape features and threats). Finally, to protect and conserve these ecosystems it is crucial that we use frameworks such as this to identify priorities in species and habitat-level and map vulnerable underground habitats with the highest biodiversity and distinctiveness.","2022-10-15","2024-01-29 23:43:41","2024-11-20 20:23:44","2024-11-14 20:54:57","156909","","","843","","Science of The Total Environment","","","","","","","","","","","","","ScienceDirect","","","","C:\Users\rober\Zotero\storage\EWCD7PXI\Tanalgo et al. - 2022 - Mapping global conservation priorities and habitat vulnerabilities for cave-dwelling bats in a chang.pdf; C:\Users\rober\Zotero\storage\Q8II3R4N\S0048969722040062.html; C:\Users\rober\Zotero\storage\QY7H54WT\Tanalgo et al. - 2022 - Mapping global conservation priorities and habitat.pdf","","","Bioindicators; Evolutionary distinctiveness; Extinction risks; Island endemism; Subterranean habitats","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EA657JJP","journalArticle","2014","Noguera-Urbano, Elkin A.; Escalante, Tania","Geographic data for Neotropical bats (Chiroptera)","Revista de Biología Tropical","","0034-7744","","http://www.scielo.sa.cr/scielo.php?script=sci_abstract&pid=S0034-77442014000200017&lng=en&nrm=iso&tlng=es","","2014-03","2024-11-14 20:55:54","2024-11-14 20:55:54","2024-11-14 20:55:54","211-225","","1","62","","","","","","","","","","en","","","","","SciELO","","","","C:\Users\rober\Zotero\storage\38ZRPF54\Noguera-Urbano y Escalante - 2014 - Geographic data for Neotropical bats (Chiroptera).pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QFL5BQAM","journalArticle","2015","Stone, Emma Louise; Harris, Stephen; Jones, Gareth","Impacts of artificial lighting on bats: a review of challenges and solutions","Mammalian Biology","","1616-5047","10.1016/j.mambio.2015.02.004","https://www.sciencedirect.com/science/article/pii/S1616504715000233","Light pollution is a major emerging issue in biodiversity conservation, and has important implications for policy development and strategic planning. Although research is now addressing the negative impacts of anthropogenic noise on biota, less attention has been paid to the effects of light pollution. Changes in lighting technology have led to a diverse range of emerging low energy light types and a trend towards the increased use of white light. Light pollution affects ecological interactions across a range of taxa and has adverse effects on behaviours such as foraging, reproduction and communication. Almost a quarter of bat species globally are threatened and the key underlying threat to populations is pressure on resources from increasing human populations. Being nocturnal, bats are among the taxa most likely to be affected by light pollution. In this paper we provide an overview of the current trends in artificial lighting followed by a review of the current evidence of the impacts of lighting on bat behaviour, particularly foraging, commuting, emergence, roosting and hibernation. We discuss taxon-specific effects and potential cumulative ecosystem level impacts. We conclude by summarising some potential strategies to minimise the impacts of lighting on bats and identify key gaps in knowledge and priority areas for future research.","2015-05-01","2024-01-09 23:21:01","2024-11-20 20:23:27","2024-11-14 21:15:09","213-219","","3","80","","Mammalian Biology","Impacts of artificial lighting on bats","Special Issue: Bats as Bioindicators","","","","","","","","","","","ScienceDirect","","","","C:\Users\rober\Zotero\storage\3N53DTFX\S1616504715000233.html; C:\Users\rober\Zotero\storage\QJX55JJY\Stone et al. - 2015 - Impacts of artificial lighting on bats a review o.pdf","","","Bats; Light pollution; Artificial lighting; Bio-indicators; Ecosystem services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36WISVGF","journalArticle","2015","Park, Kirsty J.","Mitigating the impacts of agriculture on biodiversity: bats and their potential role as bioindicators","Mammalian Biology","","1616-5047","10.1016/j.mambio.2014.10.004","https://www.sciencedirect.com/science/article/pii/S1616504714001141","Agriculture is a dominant land use worldwide with approximately 40% of the land's surface used for farming. In many countries, particularly parts of Europe, this figure is substantially higher and most agricultural land is under intensive practices aimed at maximising the production of food. The intensification and expansion of modern agricultural practices led to the biological simplification of the farmed environment, which has resulted in declines in farmland biodiversity during the last century. As with other taxa, many bat species have suffered severe population declines during the 20th century, with agriculture believed to be one of the main drivers reducing roost availability and foraging habitat. Lower intensity farming methods, and the creation or management of habitat features on farmland could potentially mitigate some of these negative impacts but the effects of this on bats, in comparison to other taxa, have received relatively little attention. Here, I review evidence on the impacts of efforts to increase biodiversity in agricultural landscapes on bat populations, and explore whether responses of bats to agricultural activities are similar to those of other taxa, a necessary requirement if they are to be used as bioindicator species. There are relatively few studies with which to assess the effects of management interventions on bats in agricultural landscapes, and these are restricted to only a few countries. Nevertheless, there is evidence that bats benefit from lower intensity agricultural systems, specifically organic farming and shaded agroforestry: these systems tend to be associated with higher bat abundance, species richness and diversity, and are more heavily utilised by foraging bats. Whilst very few studies have explicitly tested the utility of bats as bioindicators in agricultural landscapes, overall, the response of bats to lower intensity agricultural systems also reflects responses by other taxa. These studies have been largely restricted to temperate regions, however. The review highlights several major gaps in our knowledge of bats in agricultural landscapes and where future research could be usefully directed including: (1) a broader geographical range of studies examining both the efficacy, and the underlying mechanisms through which lower intensity agricultural systems may benefit bats; (2) the potential for lower intensity systems in key crops such as oil-palm; (3) studies of the demographic effects of conservation management on bats; (4) in order to assess the potential of bats as bioindicators, studies quantifying the response of both bats and other taxa to environmental change in a wider range of biomes and regions are needed.","2015-05-01","2024-11-14 21:16:20","2024-11-14 21:16:20","2024-11-14 21:16:20","191-204","","3","80","","Mammalian Biology","Mitigating the impacts of agriculture on biodiversity","Special Issue: Bats as Bioindicators","","","","","","","","","","","ScienceDirect","","","","","","","Chiroptera; Conservation; Agriculture; Bioindicator species","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
